Jahr;OPS_Code;Beschreibung;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
2021;OPS-1-430;    Endoskopische Biopsie an respiratorischen Organen;2;12;11;19;28;58;230;464;625;888;1008;1531;3278;5724;7772;8771;8358;6888;5739;1674;232;20;53332;2;13;14;30;23;45;168;278;384;508;774;1158;2331;3869;5342;5636;5555;4628;3644;1000;130;9;35541;4;25;25;49;51;103;398;742;1009;1396;1782;2689;5609;9593;13114;14407;13913;11516;9383;2674;362;29;88873
2021;OPS-1-431;    Perkutane (Nadel-)Biopsie an respirator. Organen;-;1;2;2;-;-;1;2;5;9;5;15;38;76;71;124;132;129;135;59;8;1;815;1;1;-;-;1;-;4;-;4;3;12;11;24;57;78;89;85;87;86;42;17;7;609;1;2;2;2;1;-;5;2;9;12;17;26;62;133;149;213;217;216;221;101;25;8;1424
2021;OPS-1-432;    Perkut. Biopsie a.respirator.Organen,bildgeb.Verf.;1;6;3;2;9;15;37;50;70;84;117;195;471;1026;1487;1899;1997;1917;1686;561;126;12;11771;1;1;-;3;4;12;26;27;57;87;107;194;460;803;1091;1337;1399;1285;1087;355;87;19;8442;2;7;3;5;13;27;63;77;127;171;224;389;931;1829;2578;3236;3396;3202;2773;916;213;31;20213
2021;OPS-1-440;    Endoskop.Biopsie a.ob.Verdauungstr.,Galleng.,Pank.;154;822;1197;2036;1908;1415;4906;6226;7854;8854;9973;12181;19303;27280;30881;32234;33446;32970;39494;19280;5292;644;298350;102;673;1042;2511;3311;2297;6324;6213;7791;9050;10465;12463;18012;23325;25993;29532;33399;38991;53197;31084;10083;1525;327383;256;1495;2239;4547;5219;3712;11230;12439;15645;17904;20438;24644;37315;50605;56874;61766;66845;71961;92691;50364;15375;2169;625733
2021;OPS-1-441;    Perkut.(Nadel-)Biopsie a.hepatobil.System u.Pankr.;12;28;23;59;58;20;40;44;51;80;92;85;198;224;309;342;398;319;293;101;12;-;2788;19;14;14;43;24;11;30;36;65;80;112;100;209;298;326;337;292;288;257;96;9;-;2660;31;42;37;102;82;31;70;80;116;160;204;185;407;522;635;679;690;607;550;197;21;-;5448
2021;OPS-1-442;    Perkut.Biopsie a.hepatobil.System, Pankr.,bildg.V.;22;42;50;73;63;34;134;190;269;330;389;515;1030;1698;2261;2513;2659;2262;1981;607;77;6;17205;15;31;38;43;52;41;124;173;280;393;542;706;1212;1680;1850;2064;2019;1862;1764;514;73;6;15482;37;73;88;116;115;75;258;363;549;723;931;1221;2242;3378;4111;4577;4678;4124;3745;1121;150;12;32687
2021;OPS-1-444;    Endoskopische Biopsie am unteren Verdauungstrakt;151;334;558;1218;1246;832;2320;2689;2989;3133;3203;3806;6618;9045;10620;11466;12046;11700;13699;6149;1430;166;105418;101;270;454;1127;1565;1101;2950;2543;2907;3064;3541;3980;6389;8327;9254;10461;11648;13278;17786;9637;2774;393;113550;252;604;1012;2345;2811;1933;5270;5232;5896;6197;6744;7786;13007;17372;19874;21927;23694;24978;31485;15786;4204;559;218968
2021;OPS-1-445;    Endosonograph.Feinnadelpunktion, ob. Verdauungstr.;-;-;-;-;2;4;17;39;51;73;101;141;324;468;584;567;559;491;488;147;25;-;4081;-;-;-;3;2;2;10;17;42;46;60;96;174;302;357;398;439;395;381;135;26;2;2887;-;-;-;3;4;6;27;56;93;119;161;237;498;770;941;965;998;886;869;282;51;2;6968
2021;OPS-1-446;    Endosonograph.Feinnadelpunktion, unt.Verdauungstr.;-;-;-;-;2;2;4;5;8;8;16;18;32;44;45;43;55;37;27;21;2;1;370;-;1;-;5;5;3;8;10;14;20;21;18;29;45;39;49;40;52;52;23;7;1;442;-;1;-;5;7;5;12;15;22;28;37;36;61;89;84;92;95;89;79;44;9;2;812
2021;OPS-1-447;    Endosonographische Feinnadelpunktion am Pankreas;-;1;1;4;6;18;32;50;64;126;191;258;512;767;920;910;1021;869;841;266;37;2;6896;-;-;2;6;6;10;46;61;83;89;136;165;328;516;586;729;853;886;951;312;38;4;5807;-;1;3;10;12;28;78;111;147;215;327;423;840;1283;1506;1639;1874;1755;1792;578;75;6;12703
2021;OPS-1-448;    Endosonograph.Feinnadelpunktion a.hepatobil.System;-;1;-;-;3;-;8;11;11;15;17;33;72;98;142;167;184;145;142;57;6;-;1112;-;-;-;-;-;1;5;6;9;16;24;23;49;82;93;129;115;149;143;55;11;1;911;-;1;-;-;3;1;13;17;20;31;41;56;121;180;235;296;299;294;285;112;17;1;2023
2021;OPS-1-449;    And. Biopsie ohne Inzision a.and.Verdauungsorganen;22;18;8;8;4;1;22;21;29;40;30;40;51;73;49;48;59;43;40;15;5;1;627;11;17;12;5;5;2;7;10;11;23;14;30;45;56;69;52;50;43;61;28;8;6;565;33;35;20;13;9;3;29;31;40;63;44;70;96;129;118;100;109;86;101;43;13;7;1192
2021;OPS-1-460;    Transurethrale Biopsie an Harnorganen und Prostata;4;11;7;17;6;6;14;30;59;55;100;138;347;677;893;1130;1220;1290;1354;519;87;5;7969;-;1;11;9;4;10;33;47;63;96;143;151;267;393;461;522;565;611;690;278;53;16;4424;4;12;18;26;10;16;47;77;122;151;243;289;614;1070;1354;1652;1785;1901;2044;797;140;21;12393
2021;OPS-1-461;    Perkutan-nephroskopische Biopsie an Harnorganen;-;-;-;-;-;-;-;2;-;1;1;3;7;12;11;9;38;13;16;-;1;1;115;-;-;-;-;-;-;-;-;1;1;-;1;2;7;7;6;5;9;4;2;-;-;45;-;-;-;-;-;-;-;2;1;2;1;4;9;19;18;15;43;22;20;2;1;1;160
2021;OPS-1-462;    Perkutan-zystoskop. Biopsie an Harnorg. u.Prostata;1;1;-;-;-;-;-;2;2;-;2;1;4;7;16;16;22;11;17;15;2;-;119;-;-;1;1;-;-;2;1;1;3;2;3;2;4;3;7;9;7;8;2;1;-;57;1;1;1;1;-;-;2;3;3;3;4;4;6;11;19;23;31;18;25;17;3;-;176
2021;OPS-1-463;    Perkut. (Nadel-)Biopsie a.Harnorg.u.m.Geschl.-org.;2;15;16;22;23;9;28;40;52;62;71;76;169;292;440;484;478;363;254;82;7;3;2988;-;6;9;16;22;2;15;19;35;26;35;22;59;60;66;86;52;69;55;17;4;1;676;2;21;25;38;45;11;43;59;87;88;106;98;228;352;506;570;530;432;309;99;11;4;3664
2021;OPS-1-464;    Transrektale Biopsie an männl. Geschlechtsorganen;-;-;-;-;-;-;1;2;1;2;4;56;254;772;1401;1796;2025;1600;1370;499;102;10;9895;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;4;56;254;772;1401;1796;2025;1600;1370;499;102;10;9895
2021;OPS-1-465;    Perkut.Biopsie a.Harnorg.u.m.Geschl.-org.,bildg.V.;1;19;38;69;69;65;177;252;313;350;394;544;1045;1923;2373;2724;2626;1936;1094;248;27;2;16289;1;19;29;55;56;55;148;180;243;224;231;273;399;436;477;558;428;359;270;93;9;-;4543;2;38;67;124;125;120;325;432;556;574;625;817;1444;2359;2850;3282;3054;2295;1364;341;36;2;20832
2021;OPS-1-466;    Transrekt.Biopsie a.männl.Geschlechtsorg.,bildg.V.;-;-;-;-;-;-;-;-;1;2;7;44;202;606;909;1217;1285;1012;717;191;36;4;6233;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;7;44;202;606;909;1217;1285;1012;717;191;36;4;6233
2021;OPS-1-470;    Perkut. (Nadel-)Biopsie a.weibl.Geschlechtsorganen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;11;15;15;85;124;218;191;183;197;239;274;238;312;344;331;418;226;68;14;3511;1;3;4;11;15;15;85;124;218;191;183;197;239;274;238;312;344;331;418;226;68;14;3511
2021;OPS-1-471;    Biopsie ohne Inzision am Endometrium;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;24;45;438;1189;2388;2948;3373;3774;3860;2729;2333;2334;2148;1680;1900;892;203;27;32287;-;-;-;1;24;45;438;1189;2388;2948;3373;3774;3860;2729;2333;2334;2148;1680;1900;892;203;27;32287
2021;OPS-1-472;    Biopsie ohne Inzision an der Cervix uteri;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;89;245;598;1026;1034;1049;1013;783;632;593;490;374;385;175;29;8;8530;-;-;-;-;4;3;89;245;598;1026;1034;1049;1013;783;632;593;490;374;385;175;29;8;8530
2021;OPS-1-473;    Biopsie ohne Inz. am graviden Uterus,bildgeb.Verf.;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;7;17;6;1;-;-;-;-;-;-;-;1;-;-;-;34;-;-;-;-;-;-;2;7;17;6;1;-;-;-;-;-;-;-;1;-;-;-;34
2021;OPS-1-474;    (Perkut.) Biopsie a.weibl.Geschlechtsorg.,bildg.V.;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;7;8;5;10;15;16;14;17;12;10;15;7;-;-;141;-;-;-;-;1;1;1;2;7;8;5;10;15;16;14;17;12;10;15;7;-;-;141
2021;OPS-1-480;    Perkutane (Nadel-)Biopsie an Knochen;1;11;3;12;11;5;7;16;15;29;45;62;143;168;237;290;290;343;408;151;32;4;2283;1;15;5;10;4;4;8;7;21;25;38;44;118;152;224;280;339;385;530;239;42;12;2503;2;26;8;22;15;9;15;23;36;54;83;106;261;320;461;570;629;728;938;390;74;16;4786
2021;OPS-1-481;    Biopsie ohne Inzision an Knochen,m. bildgeb. Verf.;-;10;11;27;20;12;33;36;41;51;70;84;186;337;452;544;507;483;531;201;29;3;3668;-;6;11;19;13;6;8;19;42;71;107;152;234;367;454;465;545;585;605;241;61;10;4021;-;16;22;46;33;18;41;55;83;122;177;236;420;704;906;1009;1052;1068;1136;442;90;13;7689
2021;OPS-1-482;    Arthroskopische Biopsie an Gelenken;-;-;9;37;32;16;78;94;103;121;170;180;301;393;327;242;206;173;161;51;19;-;2713;-;1;6;20;36;25;57;57;61;87;113;129;272;305;261;214;203;179;161;61;20;1;2269;-;1;15;57;68;41;135;151;164;208;283;309;573;698;588;456;409;352;322;112;39;1;4982
2021;OPS-1-483;    Perkut.(Nadel-)Biopsie a.Gelenken u.Schleimbeuteln;-;1;1;5;1;-;2;3;2;9;3;8;10;19;14;26;30;23;36;11;4;1;209;-;-;2;1;-;1;2;1;4;2;3;4;6;26;14;20;22;30;35;23;4;1;201;-;1;3;6;1;1;4;4;6;11;6;12;16;45;28;46;52;53;71;34;8;2;410
2021;OPS-1-484;    Perkut. Biopsie a.Gelenken/Schleimbeuteln,bildg.V.;-;-;-;2;-;-;4;7;2;3;6;13;14;33;37;29;44;43;43;18;4;-;302;-;2;-;-;1;1;3;1;3;3;9;8;19;19;36;29;43;41;50;26;11;2;307;-;2;-;2;1;1;7;8;5;6;15;21;33;52;73;58;87;84;93;44;15;2;609
2021;OPS-1-490;    Biopsie ohne Inzision an Haut und Unterhaut;45;58;36;54;68;66;196;237;341;368;398;558;920;1389;1562;1627;1708;2011;2502;1384;420;73;16021;23;32;37;52;77;71;225;229;289;325;416;583;933;1187;1261;1300;1491;1653;2246;1423;573;121;14547;68;90;73;106;145;137;421;466;630;693;814;1141;1853;2576;2823;2927;3199;3664;4748;2807;993;194;30568
2021;OPS-1-491;    Perkutane (Nadel-)Biopsie an Muskeln u.Weichteilen;2;1;2;1;1;1;4;10;5;9;15;22;34;49;52;68;54;55;55;18;7;2;467;-;1;-;1;1;2;7;4;4;12;9;13;26;47;37;35;49;45;37;31;6;2;369;2;2;2;2;2;3;11;14;9;21;24;35;60;96;89;103;103;100;92;49;13;4;836
2021;OPS-1-492;    Perkut. Biopsie a.Muskeln u.Weichteilen,bildgeb.V.;1;3;-;2;5;2;21;20;19;24;30;51;92;150;175;213;204;159;197;70;16;2;1456;-;5;-;5;1;2;11;17;22;16;36;49;75;112;142;151;166;145;172;62;23;7;1219;1;8;-;7;6;4;32;37;41;40;66;100;167;262;317;364;370;304;369;132;39;9;2675
2021;OPS-1-493;    Perkutane (Nadel-)Biopsie a.and. Organen u.Geweben;1;1;-;-;4;3;13;13;13;21;22;22;38;77;103;108;120;102;130;44;10;-;845;2;1;-;3;5;10;30;53;98;149;203;269;526;576;580;559;574;561;733;443;133;24;5532;3;2;-;3;9;13;43;66;111;170;225;291;564;653;683;667;694;663;863;487;143;24;6377
2021;OPS-1-494;    (Perkut.)Biopsie a.and.Org.u.Geweben,bildgeb.Verf.;2;12;10;9;7;18;47;45;76;92;115;161;278;457;595;630;673;627;524;151;35;4;4568;5;9;6;5;14;10;53;94;183;276;412;606;1197;1266;1334;1397;1112;1026;1015;462;109;16;10607;7;21;16;14;21;28;100;139;259;368;527;767;1475;1723;1929;2027;1785;1653;1539;613;144;20;15175
2021;OPS-1-497;    Transvenöse oder transarterielle Biopsie;8;7;31;48;88;46;107;113;184;259;317;360;496;678;602;475;349;294;286;91;1;1;4841;7;18;13;51;50;39;65;68;94;106;108;162;263;274;283;232;168;106;97;25;1;-;2230;15;25;44;99;138;85;172;181;278;365;425;522;759;952;885;707;517;400;383;116;2;1;7071
2021;OPS-1-50--1-58;  Biopsie durch Inzision;410;330;265;399;308;202;665;893;1232;1298;1499;1813;3112;4449;5119;4982;4942;4223;3873;1499;274;27;41814;231;257;220;298;318;319;1372;1895;2730;2579;2697;2702;4019;4827;5111;5323;5181;4930;5142;2037;540;74;52802;641;587;485;697;626;521;2037;2788;3962;3877;4196;4515;7131;9276;10230;10305;10123;9153;9015;3536;814;101;94616
2021;OPS-1-500;    Biopsie an Haut und Unterhaut durch Inzision;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-1-501;    Biopsie der Mamma durch Inzision;-;-;-;-;-;-;-;1;3;2;1;5;4;3;4;6;3;2;2;-;-;-;36;-;-;-;1;6;5;22;44;82;95;89;107;157;117;92;77;73;59;64;33;10;2;1135;-;-;-;1;6;5;22;45;85;97;90;112;161;120;96;83;76;61;66;33;10;2;1171
2021;OPS-1-502;    Biopsie an Muskeln und Weichteilen durch Inzision;16;26;26;33;40;35;95;113;159;159;197;227;320;441;467;365;324;284;263;98;19;3;3710;18;19;18;30;25;17;61;81;102;110;153;189;243;332;331;292;295;261;304;118;49;5;3053;34;45;44;63;65;52;156;194;261;269;350;416;563;773;798;657;619;545;567;216;68;8;6763
2021;OPS-1-503;    Biopsie an Knochen durch Inzision;1;20;60;140;91;51;94;97;138;157;161;224;346;516;628;636;624;653;686;320;62;3;5708;2;17;70;119;57;36;81;71;85;123;136;182;338;511;635;659;805;905;1082;446;111;18;6489;3;37;130;259;148;87;175;168;223;280;297;406;684;1027;1263;1295;1429;1558;1768;766;173;21;12197
2021;OPS-1-504;    Biopsie an Gelenken u. Schleimbeuteln d. Inzision;-;3;2;8;12;9;23;29;44;47;77;79;187;292;329;313;390;354;300;107;24;2;2631;1;1;3;7;13;10;21;17;23;38;49;73;176;251;309;364;365;417;415;200;54;7;2814;1;4;5;15;25;19;44;46;67;85;126;152;363;543;638;677;755;771;715;307;78;9;5445
2021;OPS-1-510;    Biopsie an intrakran.Gew.d.Inzision u. Trepanation;11;26;18;22;13;5;28;30;35;32;47;69;108;139;151;123;135;115;87;34;5;1;1234;4;13;14;18;8;9;17;18;26;23;25;53;63;92;80;116;102;97;90;30;12;-;910;15;39;32;40;21;14;45;48;61;55;72;122;171;231;231;239;237;212;177;64;17;1;2144
2021;OPS-1-511;    Stereotaktische Biopsie an intrakraniellem Gewebe;-;14;9;11;8;7;14;36;49;32;47;74;90;153;148;158;150;143;129;40;1;-;1313;-;3;11;10;2;4;22;23;18;16;33;44;82;93;109;150;136;128;123;44;1;-;1052;-;17;20;21;10;11;36;59;67;48;80;118;172;246;257;308;286;271;252;84;2;-;2365
2021;OPS-1-512;    Biopsie an intraspinalem Gewebe durch Inzision;1;-;1;-;3;-;-;-;2;6;2;9;13;20;18;21;22;13;21;2;1;1;156;-;2;-;-;-;-;1;3;3;4;7;5;8;8;13;14;16;13;19;4;2;-;122;1;2;1;-;3;-;1;3;5;10;9;14;21;28;31;35;38;26;40;6;3;1;278
2021;OPS-1-513;    Biopsie an peripheren Nerven durch Inzision;1;2;2;1;3;1;3;9;10;11;11;25;56;79;84;87;76;50;54;9;2;-;576;-;2;-;-;-;-;2;4;7;9;10;23;27;53;33;45;49;43;39;3;-;-;349;1;4;2;1;3;1;5;13;17;20;21;48;83;132;117;132;125;93;93;12;2;-;925
2021;OPS-1-514;    Biopsie an Hypophyse u. Corpus pineale d. Inzision;-;1;1;1;-;-;-;1;-;1;-;1;-;2;4;1;4;1;1;2;-;-;21;-;-;-;-;-;-;1;-;-;1;-;1;2;4;1;4;3;2;-;-;-;-;19;-;1;1;1;-;-;1;1;-;2;-;2;2;6;5;5;7;3;1;2;-;-;40
2021;OPS-1-515;    Stereotakt. Biopsie an Hypophyse u. Corpus pineale;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;3;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;4
2021;OPS-1-520;    Biopsie am Augenlid durch Inzision;-;1;-;-;-;-;-;1;-;-;-;-;4;5;6;6;3;5;14;6;3;1;55;-;-;-;-;-;-;4;2;-;1;-;1;3;2;7;4;12;6;8;5;3;-;58;-;1;-;-;-;-;4;3;-;1;-;1;7;7;13;10;15;11;22;11;6;1;113
2021;OPS-1-521;    Biopsie an der Konjunktiva durch Inzision;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-1-522;    Biopsie an Tränendrüse u.Ä. durch Inzision;-;-;-;-;1;-;-;-;2;-;2;-;-;2;1;1;1;1;-;-;-;-;11;-;-;-;-;-;1;1;1;-;1;-;1;1;2;1;-;1;-;2;2;-;-;14;-;-;-;-;1;1;1;1;2;1;2;1;1;4;2;1;2;1;2;2;-;-;25
2021;OPS-1-523;    Biopsie an der Kornea durch Inzision;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-1-529;    Biopsie an anderen Teilen des Auges durch Inzision;2;1;3;1;1;1;2;6;4;7;12;15;22;15;23;28;26;23;34;8;4;-;238;-;2;2;-;3;3;5;5;8;11;8;8;23;19;31;25;21;29;24;17;9;-;253;2;3;5;1;4;4;7;11;12;18;20;23;45;34;54;53;47;52;58;25;13;-;491
2021;OPS-1-530;    Biopsie an der Ohrmuschel durch Inzision;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-1-531;    Biopsie am äußeren Gehörgang durch Inzision;-;-;3;1;-;-;-;-;-;-;-;2;5;5;4;7;4;4;11;9;4;2;61;-;-;-;-;-;-;1;-;1;1;1;3;1;2;2;3;1;5;7;2;2;-;32;-;-;3;1;-;-;1;-;1;1;1;5;6;7;6;10;5;9;18;11;6;2;93
2021;OPS-1-532;    Biopsie an anderen Teilen des Ohres durch Inzision;-;-;1;1;1;1;1;-;1;4;1;2;5;8;7;3;4;5;16;7;3;-;71;-;2;3;1;-;-;1;1;1;1;3;4;1;3;-;2;6;3;3;1;-;-;36;-;2;4;2;1;1;2;1;2;5;4;6;6;11;7;5;10;8;19;8;3;-;107
2021;OPS-1-537;    Biopsie am Naseninnenraum durch Inzision;-;1;1;5;1;3;8;8;15;19;35;33;47;40;44;36;20;15;12;4;-;1;348;-;1;-;2;2;1;7;6;19;12;20;9;21;44;35;26;16;16;12;4;2;-;255;-;2;1;7;3;4;15;14;34;31;55;42;68;84;79;62;36;31;24;8;2;1;603
2021;OPS-1-538;    Biopsie an den Nasennebenhöhlen durch Inzision;-;1;-;7;3;4;12;19;31;25;41;43;44;41;48;31;29;25;9;7;1;-;421;-;-;-;4;5;3;15;12;16;13;28;22;15;42;40;23;15;18;15;7;2;1;296;-;1;-;11;8;7;27;31;47;38;69;65;59;83;88;54;44;43;24;14;3;1;717
2021;OPS-1-539;    Biopsie an anderen Teilen der Nase durch Inzision;-;-;-;-;-;-;3;3;4;4;5;9;6;8;11;12;10;9;18;13;3;-;118;-;-;-;-;-;-;1;1;1;1;6;6;2;5;11;12;11;8;13;8;6;-;92;-;-;-;-;-;-;4;4;5;5;11;15;8;13;22;24;21;17;31;21;9;-;210
2021;OPS-1-540;    Biopsie an der Lippe durch Inzision;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-1-541;    Biopsie an der Zunge durch Inzision;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-1-542;    Biopsie an Speicheldrüse u.Ä. durch Inzision;-;1;-;-;-;1;2;4;2;4;13;4;24;32;33;38;19;31;31;21;7;-;267;1;2;-;-;1;1;3;9;10;12;17;22;24;30;32;39;18;20;20;14;8;1;284;1;3;-;-;1;2;5;13;12;16;30;26;48;62;65;77;37;51;51;35;15;1;551
2021;OPS-1-543;    Biopsie am Vestibulum oris durch Inzision;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-1-544;    Biopsie am Gaumen durch Inzision;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-1-545;    Biopsie a.and.Strukt.d.Mundes u.d.Mundhöhle d.Inz.;1;4;5;10;8;3;10;13;14;28;34;61;159;242;260;219;186;138;108;40;9;1;1553;2;7;9;8;5;4;18;15;18;32;31;34;85;111;129;153;145;116;139;67;21;5;1154;3;11;14;18;13;7;28;28;32;60;65;95;244;353;389;372;331;254;247;107;30;6;2707
2021;OPS-1-546;    Biopsie am Oropharynx durch Inzision;-;-;3;2;2;3;15;15;14;33;71;104;183;319;364;303;259;148;93;35;-;1;1967;-;1;1;-;2;7;13;15;18;42;36;45;113;129;158;149;112;81;57;14;6;-;999;-;1;4;2;4;10;28;30;32;75;107;149;296;448;522;452;371;229;150;49;6;1;2966
2021;OPS-1-547;    Biopsie am Hypopharynx durch Inzision;-;1;-;1;1;1;1;4;6;11;17;15;56;99;116;103;111;62;44;12;1;-;662;-;-;-;-;-;1;3;4;8;5;5;10;24;34;41;38;34;25;22;3;1;-;258;-;1;-;1;1;2;4;8;14;16;22;25;80;133;157;141;145;87;66;15;2;-;920
2021;OPS-1-548;    Biopsie am Nasopharynx durch Inzision;-;-;-;1;-;1;3;3;7;8;10;22;36;37;51;40;34;27;24;4;1;-;309;-;-;-;-;-;1;5;3;6;8;9;14;18;21;24;22;13;10;6;3;1;-;164;-;-;-;1;-;2;8;6;13;16;19;36;54;58;75;62;47;37;30;7;2;-;473
2021;OPS-1-549;    Biopsie am Larynx durch Inzision;-;1;2;-;1;-;3;14;21;26;30;50;128;194;228;216;187;133;87;25;3;-;1349;-;1;-;-;-;-;5;1;15;14;26;40;68;97;97;74;66;46;25;8;5;-;588;-;2;2;-;1;-;8;15;36;40;56;90;196;291;325;290;253;179;112;33;8;-;1937
2021;OPS-1-550;    Biopsie am Zwerchfell durch Inzision;-;-;-;-;1;1;2;1;1;1;3;9;15;19;32;40;40;44;27;4;-;-;240;-;-;-;-;2;4;11;10;19;21;28;30;65;56;64;70;73;71;40;4;-;-;568;-;-;-;-;3;5;13;11;20;22;31;39;80;75;96;110;113;115;67;8;-;-;808
2021;OPS-1-551;    Biopsie an der Leber durch Inzision;38;17;6;9;8;8;33;42;85;94;116;141;255;340;447;428;428;309;288;102;18;1;3213;48;26;6;5;13;6;41;72;142;148;194;200;310;343;395;368;336;338;307;119;21;2;3440;86;43;12;14;21;14;74;114;227;242;310;341;565;683;842;796;764;647;595;221;39;3;6653
2021;OPS-1-552;    Biopsie an Gallenblase u. Gallengängen d. Inzision;-;-;-;-;-;-;-;-;-;1;-;3;6;6;14;10;15;14;6;5;1;-;81;-;-;-;-;-;-;-;-;1;-;1;2;2;7;5;10;11;9;8;4;-;-;60;-;-;-;-;-;-;-;-;1;1;1;5;8;13;19;20;26;23;14;9;1;-;141
2021;OPS-1-553;    Biopsie am Pankreas durch Inzision;-;1;-;-;-;-;-;-;3;1;5;9;19;23;47;53;31;37;38;10;1;1;279;-;-;-;2;-;-;-;-;-;2;4;1;8;23;20;33;39;31;41;17;3;-;224;-;1;-;2;-;-;-;-;3;3;9;10;27;46;67;86;70;68;79;27;4;1;503
2021;OPS-1-554;    Biopsie am Magen durch Inzision;1;1;-;-;-;-;1;2;7;8;12;6;16;17;24;25;19;21;20;9;5;-;194;1;-;-;1;-;-;-;2;-;3;6;4;13;23;19;25;19;21;39;17;6;1;200;2;1;-;1;-;-;1;4;7;11;18;10;29;40;43;50;38;42;59;26;11;1;394
2021;OPS-1-555;    Biopsie am Dünndarm durch Inzision;31;2;1;2;2;-;3;3;3;3;4;7;20;23;17;20;21;22;9;8;1;-;202;9;3;3;-;3;-;3;5;4;1;1;9;10;23;17;27;16;17;24;9;3;-;187;40;5;4;2;5;-;6;8;7;4;5;16;30;46;34;47;37;39;33;17;4;-;389
2021;OPS-1-556;    Biopsie am Kolon durch Inzision;146;25;7;3;-;3;-;-;5;2;4;8;6;10;14;15;10;13;14;3;-;-;288;55;10;2;1;2;-;12;17;20;25;27;21;36;41;34;36;28;23;36;8;3;1;438;201;35;9;4;2;3;12;17;25;27;31;29;42;51;48;51;38;36;50;11;3;1;726
