ZE;Bezeichnung;ZED;OPS-Kode;OPS-Text;Betrag
ZE119;Hämofiltration, kontinuierlich;ZE119.09;8-853.79;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 1.320 bis 1.680 Stunden;20888,91
ZE119;Hämofiltration, kontinuierlich;ZE119.09;8-853.89;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit sonstigen Substanzen: Mehr als 1.320 bis 1.680 Stunden;20888,91
ZE119;Hämofiltration, kontinuierlich;ZE119.10;8-853.1d;Arteriovenös (CAVH): Mehr als 1.680 bis 2.040 Stunden;25.862,46 €
ZE119;Hämofiltration, kontinuierlich;ZE119.10;8-853.7a;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 1.680 bis 2.040 Stunden;25862,46
ZE119;Hämofiltration, kontinuierlich;ZE119.10;8-853.8a;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit sonstigen Substanzen: Mehr als 1.680 bis 2.040 Stunden;25862,46
ZE119;Hämofiltration, kontinuierlich;ZE119.11;8-853.1e;Arteriovenös (CAVH): Mehr als 2.040 bis 2.400 Stunden;30.836,01 €
ZE119;Hämofiltration, kontinuierlich;ZE119.11;8-853.7b;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 2.040 bis 2.400 Stunden;30836,01
ZE119;Hämofiltration, kontinuierlich;ZE119.11;8-853.8b;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit sonstigen Substanzen: Mehr als 2.040 bis 2.400 Stunden;30836,01
ZE119;Hämofiltration, kontinuierlich;ZE119.12;8-853.1f;Arteriovenös (CAVH): Mehr als 2.400 Stunden;35.809,56 €
ZE119;Hämofiltration, kontinuierlich;ZE119.12;8-853.7c;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 2.400 Stunden;35809,56
ZE119;Hämofiltration, kontinuierlich;ZE119.12;8-853.8c;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit sonstigen Substanzen: Mehr als 2.400 Stunden;35809,56
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);;;Hämodialyse: Kontinuierlich, venovenös, pumpengetrieben (CVVHD);Hämodialyse: Kontinuierlich, venovenös, pumpengetrieben (CVVHD)
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.01;8-854.60;Antikoagulation mit Heparin oder ohne Antikoagulation: Bis 24 Stunden;265,18 €
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.01;8-854.70;Antikoagulation mit sonstigen Substanzen: Bis 24 Stunden;265,18
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.02;8-854.61;Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 24 bis 72 Stunden;636,43 €
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.02;8-854.71;Antikoagulation mit sonstigen Substanzen: Mehr als 24 bis 72 Stunden;636,43
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.03;8-854.62;Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 72 bis 144 Stunden;1.299,38 €
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.03;8-854.72;Antikoagulation mit sonstigen Substanzen: Mehr als 72 bis 144 Stunden;1299,38
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.04;8-854.63;Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 144 bis 264 Stunden;2.386,62 €
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.04;8-854.73;Antikoagulation mit sonstigen Substanzen: Mehr als 144 bis 264 Stunden;2386,62
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.05;8-854.64;Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 264 bis 432 Stunden;3.871,63 €
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.05;8-854.74;Antikoagulation mit sonstigen Substanzen: Mehr als 264 bis 432 Stunden;3871,63
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.06;8-854.66;Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 432 bis 600 Stunden;5.860,48 €
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.06;8-854.76;Antikoagulation mit sonstigen Substanzen: Mehr als 432 bis 600 Stunden;5860,48
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.07;8-854.67;Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 600 bis 960 Stunden;8.750,94 €
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.07;8-854.77;Antikoagulation mit sonstigen Substanzen: Mehr als 600 bis 960 Stunden;8750,94
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.08;8-854.68;Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 960 bis 1.320 Stunden;12.728,64 €
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.08;8-854.78;Antikoagulation mit sonstigen Substanzen: Mehr als 960 bis 1.320 Stunden;12728,64
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.09;8-854.69;Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 1.320 bis 1.680 Stunden;16.706,34 €
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.09;8-854.79;Antikoagulation mit sonstigen Substanzen: Mehr als 1.320 bis 1.680 Stunden;16706,34
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.10;8-854.6a;Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 1.680 bis 2.040 Stunden;20.684,04 €
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.10;8-854.7a;Antikoagulation mit sonstigen Substanzen: Mehr als 1.680 bis 2.040 Stunden;20684,04
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.11;8-854.6b;Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 2.040 bis 2.400 Stunden;24.661,74 €
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.11;8-854.7b;Antikoagulation mit sonstigen Substanzen: Mehr als 2.040 bis 2.400 Stunden;24661,74
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.12;8-854.6c;Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 2.400 Stunden;28.639,44 €
ZE120;Hämodialyse, kontinuierlich, venovenös, pumpengetrieben (CVVHD);ZE120.12;8-854.7c;Antikoagulation mit sonstigen Substanzen: Mehr als 2.400 Stunden;28639,44
ZE121;Hämodiafiltration, kontinuierlich;;;Hämodiafiltration: Kontinuierlich;Hämodiafiltration: Kontinuierlich
ZE121;Hämodiafiltration, kontinuierlich;ZE121.01;8-855.13;Arteriovenös (CAVHDF): Bis 24 Stunden;289,45 €
ZE121;Hämodiafiltration, kontinuierlich;ZE121.01;8-855.70;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit Heparin oder ohne Antikoagulation: Bis 24 Stunden;289,45
ZE121;Hämodiafiltration, kontinuierlich;ZE121.01;8-855.80;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit sonstigen Substanzen: Bis 24 Stunden;289,45
ZE121;Hämodiafiltration, kontinuierlich;ZE121.02;8-855.14;Arteriovenös (CAVHDF): Mehr als 24 bis 72 Stunden;694,68 €
ZE121;Hämodiafiltration, kontinuierlich;ZE121.02;8-855.71;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 24 bis 72 Stunden;694,68
ZE121;Hämodiafiltration, kontinuierlich;ZE121.02;8-855.81;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit sonstigen Substanzen: Mehr als 24 bis 72 Stunden;694,68
ZE121;Hämodiafiltration, kontinuierlich;ZE121.03;8-855.15;Arteriovenös (CAVHDF): Mehr als 72 bis 144 Stunden;1.389,36 €
ZE121;Hämodiafiltration, kontinuierlich;ZE121.03;8-855.72;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 72 bis 144 Stunden;1389,36
ZE121;Hämodiafiltration, kontinuierlich;ZE121.03;8-855.82;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit sonstigen Substanzen: Mehr als 72 bis 144 Stunden;1389,36
ZE121;Hämodiafiltration, kontinuierlich;ZE121.04;8-855.16;Arteriovenös (CAVHDF): Mehr als 144 bis 264 Stunden;2.547,16 €
ZE121;Hämodiafiltration, kontinuierlich;ZE121.04;8-855.73;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 144 bis 264 Stunden;2547,16
ZE121;Hämodiafiltration, kontinuierlich;ZE121.04;8-855.83;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit sonstigen Substanzen: Mehr als 144 bis 264 Stunden;2547,16
ZE121;Hämodiafiltration, kontinuierlich;ZE121.05;8-855.17;Arteriovenös (CAVHDF): Mehr als 264 bis 432 Stunden;4.341,75 €
ZE121;Hämodiafiltration, kontinuierlich;ZE121.05;8-855.74;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 264 bis 432 Stunden;4341,75
ZE121;Hämodiafiltration, kontinuierlich;ZE121.05;8-855.84;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit sonstigen Substanzen: Mehr als 264 bis 432 Stunden;4341,75
ZE121;Hämodiafiltration, kontinuierlich;ZE121.06;8-855.19;Arteriovenös (CAVHDF): Mehr als 432 bis 600 Stunden;6.367,90 €
ZE121;Hämodiafiltration, kontinuierlich;ZE121.06;8-855.76;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 432 bis 600 Stunden;6367,9
ZE121;Hämodiafiltration, kontinuierlich;ZE121.06;8-855.86;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit sonstigen Substanzen: Mehr als 432 bis 600 Stunden;6367,9
ZE121;Hämodiafiltration, kontinuierlich;ZE121.07;8-855.1a;Arteriovenös (CAVHDF): Mehr als 600 bis 960 Stunden;9.551,85 €
ZE121;Hämodiafiltration, kontinuierlich;ZE121.07;8-855.77;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 600 bis 960 Stunden;9551,85
ZE121;Hämodiafiltration, kontinuierlich;ZE121.07;8-855.87;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit sonstigen Substanzen: Mehr als 600 bis 960 Stunden;9551,85
ZE121;Hämodiafiltration, kontinuierlich;ZE121.08;8-855.1b;Arteriovenös (CAVHDF): Mehr als 960 bis 1.320 Stunden;13.893,60 €
ZE121;Hämodiafiltration, kontinuierlich;ZE121.08;8-855.78;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 960 bis 1.320 Stunden;13893,6
ZE121;Hämodiafiltration, kontinuierlich;ZE121.08;8-855.88;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit sonstigen Substanzen: Mehr als 960 bis 1.320 Stunden;13893,6
ZE121;Hämodiafiltration, kontinuierlich;ZE121.09;8-855.1c;Arteriovenös (CAVHDF): Mehr als 1.320 bis 1.680 Stunden;18.235,35 €
ZE121;Hämodiafiltration, kontinuierlich;ZE121.09;8-855.79;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 1.320 bis 1.680 Stunden;18235,35
ZE121;Hämodiafiltration, kontinuierlich;ZE121.09;8-855.89;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit sonstigen Substanzen: Mehr als 1.320 bis 1.680 Stunden;18235,35
ZE121;Hämodiafiltration, kontinuierlich;ZE121.10;8-855.1d;Arteriovenös (CAVHDF): Mehr als 1.680 bis 2.040 Stunden;22.577,10 €
ZE121;Hämodiafiltration, kontinuierlich;ZE121.10;8-855.7a;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 1.680 bis 2.040 Stunden;22577,1
ZE121;Hämodiafiltration, kontinuierlich;ZE121.10;8-855.8a;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit sonstigen Substanzen: Mehr als 1.680 bis 2.040 Stunden;22577,1
ZE121;Hämodiafiltration, kontinuierlich;ZE121.11;8-855.1e;Arteriovenös (CAVHDF): Mehr als 2.040 bis 2.400 Stunden;26.918,85 €
ZE121;Hämodiafiltration, kontinuierlich;ZE121.11;8-855.7b;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 2.040 bis 2.400 Stunden;26918,85
ZE121;Hämodiafiltration, kontinuierlich;ZE121.11;8-855.8b;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit sonstigen Substanzen: Mehr als 2.040 bis 2.400 Stunden;26918,85
ZE121;Hämodiafiltration, kontinuierlich;ZE121.12;8-855.1f;Arteriovenös (CAVHDF): Mehr als 2.400 Stunden;31.260,60 €
ZE121;Hämodiafiltration, kontinuierlich;ZE121.12;8-855.7c;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 2.400 Stunden;31260,6
ZE121;Hämodiafiltration, kontinuierlich;ZE121.12;8-855.8c;Venovenös, pumpengetrieben (CVVHDF), Antikoagulation mit sonstigen Substanzen: Mehr als 2.400 Stunden;31260,6
ZE122;Peritonealdialyse, intermittierend, maschinell unterstützt (IPD);;8-857.0;Peritonealdialyse: Intermittierend, maschinell unterstützt (IPD);siehe Anlage 2
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);;;Peritonealdialyse: Kontinuierlich, nicht maschinell unterstützt (CAPD);Peritonealdialyse: Kontinuierlich, nicht maschinell unterstützt (CAPD)
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);ZE123.01;8-857.10;Bis 24 Stunden;147,48 €
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);ZE123.02;8-857.11;Mehr als 24 bis 72 Stunden;339,20 €
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);ZE123.03;8-857.12;Mehr als 72 bis 144 Stunden;737,40 €
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);ZE123.04;8-857.13;Mehr als 144 bis 264 Stunden;1.327,32 €
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);ZE123.05;8-857.14;Mehr als 264 bis 432 Stunden;2.212,20 €
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);ZE123.06;8-857.16;Mehr als 432 bis 600 Stunden;3.244,56 €
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);ZE123.07;8-857.17;Mehr als 600 bis 960 Stunden;4.866,84 €
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);ZE123.08;8-857.18;Mehr als 960 bis 1.320 Stunden;7.079,04 €
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);ZE123.09;8-857.19;Mehr als 1.320 bis 1.680 Stunden;9.291,24 €
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);ZE123.10;8-857.1a;Mehr als 1.680 bis 2.040 Stunden;11.503,44 €
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);ZE123.11;8-857.1b;Mehr als 2.040 bis 2.400 Stunden;13.715,64 €
ZE123;Peritonealdialyse, kontinuierlich, nicht maschinell unterstützt (CAPD);ZE123.12;8-857.1c;Mehr als 2.400 Stunden;15.927,84 €
ZE125;Implantation oder Wechsel eines interspinösen Spreizers;ZE125.01;5-839.b0;Andere Operationen an der Wirbelsäule: Implantation eines interspinösen Spreizers: 1 Segment;416,69 €
ZE125;Implantation oder Wechsel eines interspinösen Spreizers;ZE125.01;5-839.c0;Andere Operationen an der Wirbelsäule: Wechsel eines interspinösen Spreizers: 1 Segment;416,69
ZE125;Implantation oder Wechsel eines interspinösen Spreizers;ZE125.02;5-839.b2;Andere Operationen an der Wirbelsäule: Implantation eines interspinösen Spreizers: 2 Segmente;833,38 €
ZE125;Implantation oder Wechsel eines interspinösen Spreizers;ZE125.02;5-839.c2;Andere Operationen an der Wirbelsäule: Wechsel eines interspinösen Spreizers: 2 Segmente;833,38
ZE125;Implantation oder Wechsel eines interspinösen Spreizers;ZE125.03;5-839.b3;Andere Operationen an der Wirbelsäule: Implantation eines interspinösen Spreizers: 3 oder mehr Segmente;1.250,07 €
ZE125;Implantation oder Wechsel eines interspinösen Spreizers;ZE125.03;5-839.c3;Andere Operationen an der Wirbelsäule: Wechsel eines interspinösen Spreizers: 3 oder mehr Segmente;1250,07
ZE126;Autogene / Autologe matrixinduzierte Chondrozytentransplantation;;5-801.k*;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Autogene matrixinduzierte Chondrozytentransplantation;siehe Anlage 2
ZE126;Autogene / Autologe matrixinduzierte Chondrozytentransplantation;;5-812.h*;Arthroskopische Operation am Gelenkknorpel und an den Menisken: Autogene matrixinduzierte Chondrozytentransplantation;siehe Anlage 2
ZE128;Gabe von Micafungin, parenteral;;;Applikation von Medikamenten, Liste 4: Micafungin, parenteral;Applikation von Medikamenten, Liste 4: Micafungin, parenteral
ZE128;Gabe von Micafungin, parenteral;ZE128.016);6-004.50;75 mg bis unter 150 mg;293,76 €
ZE128;Gabe von Micafungin, parenteral;ZE128.02;6-004.51;150 mg bis unter 250 mg;538,56 €
ZE128;Gabe von Micafungin, parenteral;ZE128.03;6-004.52;250 mg bis unter 350 mg;832,32 €
ZE128;Gabe von Micafungin, parenteral;ZE128.04;6-004.53;350 mg bis unter 450 mg;1.126,08 €
ZE128;Gabe von Micafungin, parenteral;ZE128.05;6-004.54;450 mg bis unter 550 mg;1.419,84 €
ZE128;Gabe von Micafungin, parenteral;ZE128.06;6-004.55;550 mg bis unter 650 mg;1.713,60 €
ZE128;Gabe von Micafungin, parenteral;ZE128.07;6-004.56;650 mg bis unter 750 mg;2.005,47 €
ZE128;Gabe von Micafungin, parenteral;ZE128.08;6-004.57;750 mg bis unter 850 mg;2.301,12 €
ZE128;Gabe von Micafungin, parenteral;ZE128.09;6-004.58;850 mg bis unter 950 mg;2.594,88 €
ZE128;Gabe von Micafungin, parenteral;ZE128.10;6-004.59;950 mg bis unter 1.150 mg;2.986,56 €
ZE128;Gabe von Micafungin, parenteral;ZE128.11;6-004.5a;1.150 mg bis unter 1.350 mg;3.574,08 €
ZE128;Gabe von Micafungin, parenteral;ZE128.12;6-004.5b;1.350 mg bis unter 1.550 mg;4.161,60 €
ZE128;Gabe von Micafungin, parenteral;ZE128.13;6-004.5c;1.550 mg bis unter 1.950 mg;4.944,96 €
ZE128;Gabe von Micafungin, parenteral;ZE128.14;6-004.5d;1.950 mg bis unter 2.350 mg;6.120,00 €
ZE128;Gabe von Micafungin, parenteral;ZE128.15;6-004.5e;2.350 mg bis unter 2.750 mg;7.295,04 €
ZE128;Gabe von Micafungin, parenteral;ZE128.16;6-004.5f;2.750 mg bis unter 3.150 mg;8.470,08 €
ZE128;Gabe von Micafungin, parenteral;ZE128.17;6-004.5g;3.150 mg bis unter 3.950 mg;10.036,80 €
ZE128;Gabe von Micafungin, parenteral;ZE128.18;6-004.5h;3.950 mg bis unter 4.750 mg;12.386,88 €
ZE128;Gabe von Micafungin, parenteral;ZE128.19;6-004.5j;4.750 mg bis unter 5.550 mg;14.736,96 €
ZE128;Gabe von Micafungin, parenteral;ZE128.20;6-004.5k;5.550 mg bis unter 6.350 mg;17.087,04 €
ZE128;Gabe von Micafungin, parenteral;ZE128.21;6-004.5m;6.350 mg bis unter 7.950 mg;20.220,48 €
ZE128;Gabe von Micafungin, parenteral;ZE128.22;6-004.5n;7.950 mg bis unter 9.550 mg;24.920,64 €
ZE128;Gabe von Micafungin, parenteral;ZE128.23;6-004.5p;9.550 mg bis unter 11.150 mg;29.620,80 €
ZE128;Gabe von Micafungin, parenteral;ZE128.24;6-004.5q;11.150 mg bis unter 12.750 mg;34.320,96 €
ZE128;Gabe von Micafungin, parenteral;ZE128.25;6-004.5r;12.750 mg bis unter 14.350 mg;39.021,12 €
ZE128;Gabe von Micafungin, parenteral;ZE128.26;6-004.5s;14.350 mg bis unter 15.950 mg;43.721,28 €
ZE128;Gabe von Micafungin, parenteral;ZE128.27;6-004.5t;15.950 mg bis unter 17.550 mg;48.421,44 €
ZE128;Gabe von Micafungin, parenteral;ZE128.28;6-004.5u;17.550 mg oder mehr;53.121,60 €
ZE132;Implantation eines Wachstumsstents;ZE132.01;8-838.k*;(Perkutan-)transluminale Gefäßintervention an Gefäßen des Lungenkreislaufes: Einlegen eines ungecoverten Wachstumsstents;1.195,85 €
ZE132;Implantation eines Wachstumsstents;ZE132.01;8-838.m*;(Perkutan-)transluminale Gefäßintervention an Gefäßen des Lungenkreislaufes: Einlegen eines gecoverten Wachstumsstents;1195,85
ZE132;Implantation eines Wachstumsstents;ZE132.01;8-845.0*;(Perkutan-)transluminale Implantation von ungecoverten Cheatham-Platinum-Stents [CP-Stent]: Ein Stent;1195,85
ZE132;Implantation eines Wachstumsstents;ZE132.01;8-846.0*;(Perkutan-)transluminale Implantation von gecoverten Cheatham-Platinum-Stents [CP-Stent]: Ein Stent;1195,85
ZE132;Implantation eines Wachstumsstents;ZE132.01;8-847;(Perkutan-)transluminale Implantation eines Wachstumsstents;1195,85
ZE132;Implantation eines Wachstumsstents;ZE132.02;8-845.1*;(Perkutan-)transluminale Implantation von ungecoverten Cheatham-Platinum-Stents [CP-Stent]: Zwei oder mehr Stents;2.391,70 €
ZE132;Implantation eines Wachstumsstents;ZE132.02;8-846.1*;(Perkutan-)transluminale Implantation von gecoverten Cheatham-Platinum-Stents [CP-Stent]: Zwei oder mehr Stents;2391,7
ZE133;Perkutan-transluminale Fremdkörperentfernung und Thrombektomie an intrakraniellen Gefäßen unter Verwendung eines Mikrodrahtretriever-Systems;;8-836.60;(Perkutan-)transluminale Gefäßintervention: Fremdkörperentfernung: Gefäße intrakraniell;
ZE133;Perkutan-transluminale Fremdkörperentfernung und Thrombektomie an intrakraniellen Gefäßen unter Verwendung eines Mikrodrahtretriever-Systems;;8-836.80;(Perkutan-)transluminale Gefäßintervention: Thrombektomie: Gefäße intrakraniell;
ZE133;Perkutan-transluminale Fremdkörperentfernung und Thrombektomie an intrakraniellen Gefäßen unter Verwendung eines Mikrodrahtretriever-Systems;ZE133.01;8-83b.80;Zusatzinformationen zu Materialien: Verwendung eines Mikrodrahtretriever- oder Stentretriever-Systems zur Thrombektomie oder Fremdkörperentfernung: 1 Mikrodrahtretriever-System;1.276,65 €
ZE133;Perkutan-transluminale Fremdkörperentfernung und Thrombektomie an intrakraniellen Gefäßen unter Verwendung eines Mikrodrahtretriever-Systems;ZE133.02;8-83b.82;Zusatzinformationen zu Materialien: Verwendung eines Mikrodrahtretriever- oder Stentretriever-Systems zur Thrombektomie oder Fremdkörperentfernung: 2 Mikrodrahtretriever-Systeme;2.553,30 €
ZE133;Perkutan-transluminale Fremdkörperentfernung und Thrombektomie an intrakraniellen Gefäßen unter Verwendung eines Mikrodrahtretriever-Systems;ZE133.03;8-83b.83;Zusatzinformationen zu Materialien: Verwendung eines Mikrodrahtretriever- oder Stentretriever-Systems zur Thrombektomie oder Fremdkörperentfernung: 3 oder mehr Mikrodrahtretriever-Systeme;3.829,95 €
ZE135;Gabe von Vinflunin, parenteral;;;Applikation von Medikamenten, Liste 5: Vinflunin, parenteral;Applikation von Medikamenten, Liste 5: Vinflunin, parenteral
ZE135;Gabe von Vinflunin, parenteral;ZE135.01;6-005.b0;100 mg bis unter 200 mg;775,75 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.02;6-005.b1;200 mg bis unter 300 mg;1.357,56 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.03;6-005.b2;300 mg bis unter 400 mg;1.939,37 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.04;6-005.b3;400 mg bis unter 500 mg;2.521,18 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.05;6-005.b4;500 mg bis unter 600 mg;3.102,99 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.06;6-005.b5;600 mg bis unter 700 mg;3.684,80 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.07;6-005.b6;700 mg bis unter 800 mg;4.266,61 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.08;6-005.b7;800 mg bis unter 900 mg;4.848,42 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.09;6-005.b8;900 mg bis unter 1.000 mg;5.430,23 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.10;6-005.b9;1.000 mg bis unter 1.200 mg;6.205,97 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.11;6-005.ba;1.200 mg bis unter 1.400 mg;7.369,59 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.12;6-005.bb;1.400 mg bis unter 1.600 mg;8.533,21 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.13;6-005.bc;1.600 mg bis unter 1.800 mg;9.696,83 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.14;6-005.bd;1.800 mg bis unter 2.000 mg;10.860,45 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.15;6-005.be;2.000 mg bis unter 2.200 mg;12.024,07 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.16;6-005.bf;2.200 mg bis unter 2.400 mg;13.187,69 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.17;6-005.bg;2.400 mg bis unter 2.600 mg;14.351,31 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.18;6-005.bh;2.600 mg bis unter 2.800 mg;15.514,93 €
ZE135;Gabe von Vinflunin, parenteral;ZE135.19;6-005.bj;2.800 mg oder mehr;16.678,55 €
ZE136;Medikamente-freisetzende Ballons an Koronargefäßen;;8-837.00;Perkutan-transluminale Gefäßintervention an Herz und Koronargefäßen: Ballon-Angioplastie: Eine Koronararterie;
ZE136;Medikamente-freisetzende Ballons an Koronargefäßen;;8-837.01;Perkutan-transluminale Gefäßintervention an Herz und Koronargefäßen: Ballon-Angioplastie: Mehrere Koronararterien;
ZE136;Medikamente-freisetzende Ballons an Koronargefäßen;ZE136.01;8-83b.b6;Zusatzinformationen zu Materialien: Art der verwendeten Ballons: Ein medikamentefreisetzender Ballon an Koronargefäßen;198,22 €
ZE136;Medikamente-freisetzende Ballons an Koronargefäßen;ZE136.02;8-83b.b7;Zusatzinformationen zu Materialien: Art der verwendeten Ballons: Zwei medikamentefreisetzende Ballons an Koronargefäßen;585,62 €
ZE136;Medikamente-freisetzende Ballons an Koronargefäßen;ZE136.03;8-83b.b8;Zusatzinformationen zu Materialien: Art der verwendeten Ballons: Drei medikamentefreisetzende Ballons an Koronargefäßen;973,02 €
