DRG,ICD,OPS
801B,C21.0,5-407.2
801D,C21.0,5-568.00
802C,C21.0,5-569.00
801D,C21.0,5-652.60
801D,C21.0,5-388.9h
801D,C21.0,5-563.01
801D,C21.0,5-569.41
801D,C21.0,5-683.10
802D,C21.0,5-712.0
801D,K51.3,5-569.30
802C,K51.3,5-569.31
802C,K51.3,5-702.1
801B,K51.3,5-407.3
801D,K51.3,5-916.a5
802D,K51.3,5-706.0
801D,K51.3,5-683.20
802C,K51.3,5-569.01
801D,K51.3,5-653.30
801D,K51.3,5-703.1
801D,K51.3,5-569.40
802C,K51.3,5-704.10
801D,K51.3,5-683.00
801B,K51.3,5-407.2
801D,K51.3,5-568.00
802C,K51.3,5-569.00
801D,K51.3,5-652.60
801D,K51.3,5-388.9h
801D,K51.3,5-563.01
801D,K51.3,5-569.41
801D,K51.3,5-683.10
802D,K51.3,5-712.0
801D,K56.7,5-569.30
802C,K56.7,5-569.31
802C,K56.7,5-702.1
801B,K56.7,5-407.3
801D,K56.7,5-916.a5
802D,K56.7,5-706.0
801D,K56.7,5-683.20
802C,K56.7,5-569.01
801D,K56.7,5-653.30
801D,K56.7,5-703.1
801D,K56.7,5-569.40
802C,K56.7,5-704.10
801D,K56.7,5-683.00
801B,K56.7,5-407.2
801D,K56.7,5-568.00
802C,K56.7,5-569.00
801D,K56.7,5-652.60
801D,K56.7,5-388.9h
801D,K56.7,5-563.01
801D,K56.7,5-569.41
801D,K56.7,5-683.10
802D,K56.7,5-712.0
801D,K62.3,5-569.30
802C,K62.3,5-569.31
802C,K62.3,5-702.1
801B,K62.3,5-407.3
801D,K62.3,5-916.a5
802D,K62.3,5-706.0
801D,K62.3,5-683.20
802C,K62.3,5-569.01
801D,K62.3,5-653.30
801D,K62.3,5-703.1
801D,K62.3,5-569.40
802C,K62.3,5-704.10
801D,K62.3,5-683.00
801B,K62.3,5-407.2
801D,K62.3,5-568.00
802C,K62.3,5-569.00
801D,K62.3,5-652.60
801D,K62.3,5-388.9h
801D,K62.3,5-563.01
801D,K62.3,5-569.41
801D,K62.3,5-683.10
802D,K62.3,5-712.0
801D,K62.4,5-569.30
802C,K62.4,5-569.31
802C,K62.4,5-702.1
801B,K62.4,5-407.3
801D,K62.4,5-916.a5
802D,K62.4,5-706.0
801D,K62.4,5-683.20
802C,K62.4,5-569.01
801D,K62.4,5-653.30
801D,K62.4,5-703.1
801D,K62.4,5-569.40
802C,K62.4,5-704.10
801D,K62.4,5-683.00
801B,K62.4,5-407.2
801D,K62.4,5-568.00
802C,K62.4,5-569.00
801D,K62.4,5-652.60
801D,K62.4,5-388.9h
801D,K62.4,5-563.01
801D,K62.4,5-569.41
801D,K62.4,5-683.10
802D,K62.4,5-712.0
801D,K91.4,5-569.30
802C,K91.4,5-569.31
802C,K91.4,5-702.1
801B,K91.4,5-407.3
801D,K91.4,5-916.a5
802D,K91.4,5-706.0
801D,K91.4,5-683.20
802C,K91.4,5-569.01
801D,K91.4,5-653.30
801D,K91.4,5-703.1
801D,K91.4,5-569.40
802C,K91.4,5-704.10
801D,K91.4,5-683.00
801B,K91.4,5-407.2
801D,K91.4,5-568.00
802C,K91.4,5-569.00
801D,K91.4,5-652.60
801D,K91.4,5-388.9h
801D,K91.4,5-563.01
801D,K91.4,5-569.41
801D,K91.4,5-683.10
802D,K91.4,5-712.0
801D,S36.54,5-569.30
802C,S36.54,5-569.31
802C,S36.54,5-702.1
801B,S36.54,5-407.3
801D,S36.54,5-916.a5
802D,S36.54,5-706.0
801D,S36.54,5-683.20
802C,S36.54,5-569.01
801D,S36.54,5-653.30
801D,S36.54,5-703.1
801D,S36.54,5-569.40
802C,S36.54,5-704.10
801D,S36.54,5-683.00
801B,S36.54,5-407.2
801D,S36.54,5-568.00
802C,S36.54,5-569.00
801D,S36.54,5-652.60
801D,S36.54,5-388.9h
801D,S36.54,5-563.01
801D,S36.54,5-569.41
801D,S36.54,5-683.10
802D,S36.54,5-712.0
802C,C20,5-569.31
801B,C20,5-407.3
801D,C20,5-569.30
802C,C20,5-569.01
801D,C20,5-569.41
801B,C20,5-407.2
801D,C20,5-683.20
802D,C20,5-706.0
801D,C20,5-388.9h
801D,C20,5-653.30
801D,C20,5-683.00
802C,C20,5-056.5
801D,C20,5-652.60
801E,C20,5-653.32
801D,C20,5-569.40
802A,C20,5-652.62
802C,C20,5-702.1
801D,C20,5-916.a5
802C,C20,5-056.7
801D,C20,5-568.d0
802C,C20,5-569.00
802C,C20,5-651.92
801D,C20,5-568.00
801D,C20,5-568.10
801D,C20,5-651.90
801D,C20,5-707.1
802C,C18.7,5-569.31
801B,C18.7,5-407.3
801D,C18.7,5-569.30
802C,C18.7,5-569.01
801D,C18.7,5-569.41
801B,C18.7,5-407.2
801D,C18.7,5-683.20
802D,C18.7,5-706.0
801D,C18.7,5-388.9h
801D,C18.7,5-653.30
801D,C18.7,5-683.00
802C,C18.7,5-056.5
801D,C18.7,5-652.60
801E,C18.7,5-653.32
801D,C18.7,5-569.40
802A,C18.7,5-652.62
802C,C18.7,5-702.1
801D,C18.7,5-916.a5
802C,C18.7,5-056.7
801D,C18.7,5-568.d0
802C,C18.7,5-569.00
802C,C18.7,5-651.92
801D,C18.7,5-568.00
801D,C18.7,5-568.10
801D,C18.7,5-651.90
801D,C18.7,5-707.1
802C,C19,5-569.31
801B,C19,5-407.3
801D,C19,5-569.30
802C,C19,5-569.01
801D,C19,5-569.41
801B,C19,5-407.2
801D,C19,5-683.20
802D,C19,5-706.0
801D,C19,5-388.9h
801D,C19,5-653.30
801D,C19,5-683.00
802C,C19,5-056.5
801D,C19,5-652.60
801E,C19,5-653.32
801D,C19,5-569.40
802A,C19,5-652.62
802C,C19,5-702.1
801D,C19,5-916.a5
802C,C19,5-056.7
801D,C19,5-568.d0
802C,C19,5-569.00
802C,C19,5-651.92
801D,C19,5-568.00
801D,C19,5-568.10
801D,C19,5-651.90
801D,C19,5-707.1
802C,C18.6,5-569.31
801B,C18.6,5-407.3
801D,C18.6,5-569.30
802C,C18.6,5-569.01
801D,C18.6,5-569.41
801B,C18.6,5-407.2
801D,C18.6,5-683.20
802D,C18.6,5-706.0
801D,C18.6,5-388.9h
801D,C18.6,5-653.30
801D,C18.6,5-683.00
802C,C18.6,5-056.5
801D,C18.6,5-652.60
801E,C18.6,5-653.32
801D,C18.6,5-569.40
802A,C18.6,5-652.62
802C,C18.6,5-702.1
801D,C18.6,5-916.a5
802C,C18.6,5-056.7
801D,C18.6,5-568.d0
802C,C18.6,5-569.00
802C,C18.6,5-651.92
801D,C18.6,5-568.00
801D,C18.6,5-568.10
801D,C18.6,5-651.90
801D,C18.6,5-707.1
802C,Q43.1,5-569.31
801B,Q43.1,5-407.3
801D,Q43.1,5-569.30
802C,Q43.1,5-569.01
801D,Q43.1,5-569.41
801B,Q43.1,5-407.2
801D,Q43.1,5-683.20
802D,Q43.1,5-706.0
801D,Q43.1,5-388.9h
801D,Q43.1,5-653.30
801D,Q43.1,5-683.00
802C,Q43.1,5-056.5
801D,Q43.1,5-652.60
801E,Q43.1,5-653.32
801D,Q43.1,5-569.40
802A,Q43.1,5-652.62
802C,Q43.1,5-702.1
801D,Q43.1,5-916.a5
802C,Q43.1,5-056.7
801D,Q43.1,5-568.d0
802C,Q43.1,5-569.00
802C,Q43.1,5-651.92
801D,Q43.1,5-568.00
801D,Q43.1,5-568.10
801D,Q43.1,5-651.90
801D,Q43.1,5-707.1
802C,K57.22,5-569.31
801B,K57.22,5-407.3
801D,K57.22,5-569.30
802C,K57.22,5-569.01
801D,K57.22,5-569.41
801B,K57.22,5-407.2
801D,K57.22,5-683.20
802D,K57.22,5-706.0
801D,K57.22,5-388.9h
801D,K57.22,5-653.30
801D,K57.22,5-683.00
802C,K57.22,5-056.5
801D,K57.22,5-652.60
801E,K57.22,5-653.32
801D,K57.22,5-569.40
802A,K57.22,5-652.62
802C,K57.22,5-702.1
801D,K57.22,5-916.a5
802C,K57.22,5-056.7
801D,K57.22,5-568.d0
802C,K57.22,5-569.00
802C,K57.22,5-651.92
801D,K57.22,5-568.00
801D,K57.22,5-568.10
801D,K57.22,5-651.90
801D,K57.22,5-707.1
802C,C78.6,5-569.31
801B,C78.6,5-407.3
801D,C78.6,5-569.30
802C,C78.6,5-569.01
801D,C78.6,5-569.41
801B,C78.6,5-407.2
801D,C78.6,5-683.20
802D,C78.6,5-706.0
801D,C78.6,5-388.9h
801D,C78.6,5-653.30
801D,C78.6,5-683.00
802C,C78.6,5-056.5
801D,C78.6,5-652.60
801E,C78.6,5-653.32
801D,C78.6,5-569.40
802A,C78.6,5-652.62
802C,C78.6,5-702.1
801D,C78.6,5-916.a5
802C,C78.6,5-056.7
801D,C78.6,5-568.d0
802C,C78.6,5-569.00
802C,C78.6,5-651.92
801D,C78.6,5-568.00
801D,C78.6,5-568.10
801D,C78.6,5-651.90
801D,C78.6,5-707.1
802C,K91.83,5-569.31
801B,K91.83,5-407.3
801D,K91.83,5-569.30
802C,K91.83,5-569.01
801D,K91.83,5-569.41
801B,K91.83,5-407.2
801D,K91.83,5-683.20
802D,K91.83,5-706.0
801D,K91.83,5-388.9h
801D,K91.83,5-653.30
801D,K91.83,5-683.00
802C,K91.83,5-056.5
801D,K91.83,5-652.60
801E,K91.83,5-653.32
801D,K91.83,5-569.40
802A,K91.83,5-652.62
802C,K91.83,5-702.1
801D,K91.83,5-916.a5
802C,K91.83,5-056.7
801D,K91.83,5-568.d0
802C,K91.83,5-569.00
802C,K91.83,5-651.92
801D,K91.83,5-568.00
801D,K91.83,5-568.10
801D,K91.83,5-651.90
801D,K91.83,5-707.1
802C,C18.0,5-569.31
801B,C18.0,5-407.3
801D,C18.0,5-569.30
802C,C18.0,5-569.01
801D,C18.0,5-569.41
801B,C18.0,5-407.2
801D,C18.0,5-683.20
802D,C18.0,5-706.0
801D,C18.0,5-388.9h
801D,C18.0,5-653.30
801D,C18.0,5-683.00
802C,C18.0,5-056.5
801D,C18.0,5-652.60
801E,C18.0,5-653.32
801D,C18.0,5-569.40
802A,C18.0,5-652.62
802C,C18.0,5-702.1
801D,C18.0,5-916.a5
802C,C18.0,5-056.7
801D,C18.0,5-568.d0
802C,C18.0,5-569.00
802C,C18.0,5-651.92
801D,C18.0,5-568.00
801D,C18.0,5-568.10
801D,C18.0,5-651.90
801D,C18.0,5-707.1
802C,C18.2,5-569.31
801B,C18.2,5-407.3
801D,C18.2,5-569.30
802C,C18.2,5-569.01
801D,C18.2,5-569.41
801B,C18.2,5-407.2
801D,C18.2,5-683.20
802D,C18.2,5-706.0
801D,C18.2,5-388.9h
801D,C18.2,5-653.30
801D,C18.2,5-683.00
802C,C18.2,5-056.5
801D,C18.2,5-652.60
801E,C18.2,5-653.32
801D,C18.2,5-569.40
802A,C18.2,5-652.62
802C,C18.2,5-702.1
801D,C18.2,5-916.a5
802C,C18.2,5-056.7
801D,C18.2,5-568.d0
802C,C18.2,5-569.00
802C,C18.2,5-651.92
801D,C18.2,5-568.00
801D,C18.2,5-568.10
801D,C18.2,5-651.90
801D,C18.2,5-707.1
802C,C78.5,5-569.31
801B,C78.5,5-407.3
801D,C78.5,5-569.30
802C,C78.5,5-569.01
801D,C78.5,5-569.41
801B,C78.5,5-407.2
801D,C78.5,5-683.20
802D,C78.5,5-706.0
801D,C78.5,5-388.9h
801D,C78.5,5-653.30
801D,C78.5,5-683.00
802C,C78.5,5-056.5
801D,C78.5,5-652.60
801E,C78.5,5-653.32
801D,C78.5,5-569.40
802A,C78.5,5-652.62
802C,C78.5,5-702.1
801D,C78.5,5-916.a5
802C,C78.5,5-056.7
801D,C78.5,5-568.d0
802C,C78.5,5-569.00
802C,C78.5,5-651.92
801D,C78.5,5-568.00
801D,C78.5,5-568.10
801D,C78.5,5-651.90
801D,C78.5,5-707.1
802C,C21.1,5-569.31
801B,C21.1,5-407.3
801D,C21.1,5-569.30
802C,C21.1,5-569.01
801D,C21.1,5-569.41
801B,C21.1,5-407.2
801D,C21.1,5-683.20
802D,C21.1,5-706.0
801D,C21.1,5-388.9h
801D,C21.1,5-653.30
801D,C21.1,5-683.00
802C,C21.1,5-056.5
801D,C21.1,5-652.60
801E,C21.1,5-653.32
801D,C21.1,5-569.40
802A,C21.1,5-652.62
802C,C21.1,5-702.1
801D,C21.1,5-916.a5
802C,C21.1,5-056.7
801D,C21.1,5-568.d0
802C,C21.1,5-569.00
802C,C21.1,5-651.92
801D,C21.1,5-568.00
801D,C21.1,5-568.10
801D,C21.1,5-651.90
801D,C21.1,5-707.1
802C,K50.1,5-569.31
801B,K50.1,5-407.3
801D,K50.1,5-569.30
802C,K50.1,5-569.01
801D,K50.1,5-569.41
801B,K50.1,5-407.2
801D,K50.1,5-683.20
802D,K50.1,5-706.0
801D,K50.1,5-388.9h
801D,K50.1,5-653.30
801D,K50.1,5-683.00
802C,K50.1,5-056.5
801D,K50.1,5-652.60
801E,K50.1,5-653.32
801D,K50.1,5-569.40
802A,K50.1,5-652.62
802C,K50.1,5-702.1
801D,K50.1,5-916.a5
802C,K50.1,5-056.7
801D,K50.1,5-568.d0
802C,K50.1,5-569.00
802C,K50.1,5-651.92
801D,K50.1,5-568.00
801D,K50.1,5-568.10
801D,K50.1,5-651.90
801D,K50.1,5-707.1
802C,K51.0,5-569.31
801B,K51.0,5-407.3
801D,K51.0,5-569.30
802C,K51.0,5-569.01
801D,K51.0,5-569.41
801B,K51.0,5-407.2
801D,K51.0,5-683.20
802D,K51.0,5-706.0
801D,K51.0,5-388.9h
801D,K51.0,5-653.30
801D,K51.0,5-683.00
802C,K51.0,5-056.5
801D,K51.0,5-652.60
801E,K51.0,5-653.32
801D,K51.0,5-569.40
802A,K51.0,5-652.62
802C,K51.0,5-702.1
801D,K51.0,5-916.a5
802C,K51.0,5-056.7
801D,K51.0,5-568.d0
802C,K51.0,5-569.00
802C,K51.0,5-651.92
801D,K51.0,5-568.00
801D,K51.0,5-568.10
801D,K51.0,5-651.90
801D,K51.0,5-707.1
802C,K51.8,5-569.31
801B,K51.8,5-407.3
801D,K51.8,5-569.30
802C,K51.8,5-569.01
801D,K51.8,5-569.41
801B,K51.8,5-407.2
801D,K51.8,5-683.20
802D,K51.8,5-706.0
801D,K51.8,5-388.9h
801D,K51.8,5-653.30
801D,K51.8,5-683.00
802C,K51.8,5-056.5
801D,K51.8,5-652.60
801E,K51.8,5-653.32
801D,K51.8,5-569.40
802A,K51.8,5-652.62
802C,K51.8,5-702.1
801D,K51.8,5-916.a5
802C,K51.8,5-056.7
801D,K51.8,5-568.d0
802C,K51.8,5-569.00
802C,K51.8,5-651.92
801D,K51.8,5-568.00
801D,K51.8,5-568.10
801D,K51.8,5-651.90
801D,K51.8,5-707.1
802C,K56.6,5-569.31
801B,K56.6,5-407.3
801D,K56.6,5-569.30
802C,K56.6,5-569.01
801D,K56.6,5-569.41
801B,K56.6,5-407.2
801D,K56.6,5-683.20
802D,K56.6,5-706.0
801D,K56.6,5-388.9h
801D,K56.6,5-653.30
801D,K56.6,5-683.00
802C,K56.6,5-056.5
801D,K56.6,5-652.60
801E,K56.6,5-653.32
801D,K56.6,5-569.40
802A,K56.6,5-652.62
802C,K56.6,5-702.1
801D,K56.6,5-916.a5
802C,K56.6,5-056.7
801D,K56.6,5-568.d0
802C,K56.6,5-569.00
802C,K56.6,5-651.92
801D,K56.6,5-568.00
801D,K56.6,5-568.10
801D,K56.6,5-651.90
801D,K56.6,5-707.1
802C,K57.32,5-569.31
801B,K57.32,5-407.3
801D,K57.32,5-569.30
802C,K57.32,5-569.01
801D,K57.32,5-569.41
801B,K57.32,5-407.2
801D,K57.32,5-683.20
802D,K57.32,5-706.0
801D,K57.32,5-388.9h
801D,K57.32,5-653.30
801D,K57.32,5-683.00
802C,K57.32,5-056.5
801D,K57.32,5-652.60
801E,K57.32,5-653.32
801D,K57.32,5-569.40
802A,K57.32,5-652.62
802C,K57.32,5-702.1
801D,K57.32,5-916.a5
802C,K57.32,5-056.7
801D,K57.32,5-568.d0
802C,K57.32,5-569.00
802C,K57.32,5-651.92
801D,K57.32,5-568.00
801D,K57.32,5-568.10
801D,K57.32,5-651.90
801D,K57.32,5-707.1
802C,K57.22,5-569.31
801D,K57.22,5-569.30
802C,K57.22,5-651.92
802C,K57.22,5-667.1
801D,K57.22,5-707.1
802C,K57.22,5-702.1
802A,K57.22,5-657.92
802C,K57.22,5-661.62
802C,K57.22,5-056.5
801D,K57.22,5-653.30
802C,K57.22,5-569.01
801E,K57.22,5-653.32
801D,K57.22,5-683.00
801D,K57.22,5-569.40
801D,K57.22,5-651.90
802A,K57.22,5-652.62
801D,K57.22,5-682.02
802D,K57.22,5-702.4
802D,K57.22,5-706.0
802B,K57.22,1-471.2
801B,K57.22,5-407.3
801D,K57.22,5-568.00
801D,K57.22,5-569.41
801E,K57.22,5-651.b2
801D,K57.22,5-656.92
802A,K57.22,5-657.72
802C,K57.32,5-569.31
801D,K57.32,5-569.30
802C,K57.32,5-651.92
802C,K57.32,5-667.1
801D,K57.32,5-707.1
802C,K57.32,5-702.1
802A,K57.32,5-657.92
802C,K57.32,5-661.62
802C,K57.32,5-056.5
801D,K57.32,5-653.30
802C,K57.32,5-569.01
801E,K57.32,5-653.32
801D,K57.32,5-683.00
801D,K57.32,5-569.40
801D,K57.32,5-651.90
802A,K57.32,5-652.62
801D,K57.32,5-682.02
802D,K57.32,5-702.4
802D,K57.32,5-706.0
802B,K57.32,1-471.2
801B,K57.32,5-407.3
801D,K57.32,5-568.00
801D,K57.32,5-569.41
801E,K57.32,5-651.b2
801D,K57.32,5-656.92
802A,K57.32,5-657.72
802C,K62.3,5-569.31
801D,K62.3,5-569.30
802C,K62.3,5-651.92
802C,K62.3,5-667.1
801D,K62.3,5-707.1
802C,K62.3,5-702.1
802A,K62.3,5-657.92
802C,K62.3,5-661.62
802C,K62.3,5-056.5
801D,K62.3,5-653.30
802C,K62.3,5-569.01
801E,K62.3,5-653.32
801D,K62.3,5-683.00
801D,K62.3,5-569.40
801D,K62.3,5-651.90
802A,K62.3,5-652.62
801D,K62.3,5-682.02
802D,K62.3,5-702.4
802D,K62.3,5-706.0
802B,K62.3,1-471.2
801B,K62.3,5-407.3
801D,K62.3,5-568.00
801D,K62.3,5-569.41
801E,K62.3,5-651.b2
801D,K62.3,5-656.92
802A,K62.3,5-657.72
802C,D12.8,5-569.31
801D,D12.8,5-569.30
802C,D12.8,5-651.92
802C,D12.8,5-667.1
801D,D12.8,5-707.1
802C,D12.8,5-702.1
802A,D12.8,5-657.92
802C,D12.8,5-661.62
802C,D12.8,5-056.5
801D,D12.8,5-653.30
802C,D12.8,5-569.01
801E,D12.8,5-653.32
801D,D12.8,5-683.00
801D,D12.8,5-569.40
801D,D12.8,5-651.90
802A,D12.8,5-652.62
801D,D12.8,5-682.02
802D,D12.8,5-702.4
802D,D12.8,5-706.0
802B,D12.8,1-471.2
801B,D12.8,5-407.3
801D,D12.8,5-568.00
801D,D12.8,5-569.41
801E,D12.8,5-651.b2
801D,D12.8,5-656.92
802A,D12.8,5-657.72
802C,N80.5,5-569.31
801D,N80.5,5-569.30
802C,N80.5,5-651.92
802C,N80.5,5-667.1
801D,N80.5,5-707.1
802C,N80.5,5-702.1
802A,N80.5,5-657.92
802C,N80.5,5-661.62
802C,N80.5,5-056.5
801D,N80.5,5-653.30
802C,N80.5,5-569.01
801E,N80.5,5-653.32
801D,N80.5,5-683.00
801D,N80.5,5-569.40
801D,N80.5,5-651.90
802A,N80.5,5-652.62
801D,N80.5,5-682.02
802D,N80.5,5-702.4
802D,N80.5,5-706.0
802B,N80.5,1-471.2
801B,N80.5,5-407.3
801D,N80.5,5-568.00
801D,N80.5,5-569.41
801E,N80.5,5-651.b2
801D,N80.5,5-656.92
802A,N80.5,5-657.72
802C,K56.6,5-569.31
801D,K56.6,5-569.30
802C,K56.6,5-651.92
802C,K56.6,5-667.1
801D,K56.6,5-707.1
802C,K56.6,5-702.1
802A,K56.6,5-657.92
802C,K56.6,5-661.62
802C,K56.6,5-056.5
801D,K56.6,5-653.30
802C,K56.6,5-569.01
801E,K56.6,5-653.32
801D,K56.6,5-683.00
801D,K56.6,5-569.40
801D,K56.6,5-651.90
802A,K56.6,5-652.62
801D,K56.6,5-682.02
802D,K56.6,5-702.4
802D,K56.6,5-706.0
802B,K56.6,1-471.2
801B,K56.6,5-407.3
801D,K56.6,5-568.00
801D,K56.6,5-569.41
801E,K56.6,5-651.b2
801D,K56.6,5-656.92
802A,K56.6,5-657.72
802C,K51.0,5-569.31
801D,K51.0,5-569.30
802C,K51.0,5-651.92
802C,K51.0,5-667.1
801D,K51.0,5-707.1
802C,K51.0,5-702.1
802A,K51.0,5-657.92
802C,K51.0,5-661.62
802C,K51.0,5-056.5
801D,K51.0,5-653.30
802C,K51.0,5-569.01
801E,K51.0,5-653.32
801D,K51.0,5-683.00
801D,K51.0,5-569.40
801D,K51.0,5-651.90
802A,K51.0,5-652.62
801D,K51.0,5-682.02
802D,K51.0,5-702.4
802D,K51.0,5-706.0
802B,K51.0,1-471.2
801B,K51.0,5-407.3
801D,K51.0,5-568.00
801D,K51.0,5-569.41
801E,K51.0,5-651.b2
801D,K51.0,5-656.92
802A,K51.0,5-657.72
802C,K57.30,5-569.31
801D,K57.30,5-569.30
802C,K57.30,5-651.92
802C,K57.30,5-667.1
801D,K57.30,5-707.1
802C,K57.30,5-702.1
802A,K57.30,5-657.92
802C,K57.30,5-661.62
802C,K57.30,5-056.5
801D,K57.30,5-653.30
802C,K57.30,5-569.01
801E,K57.30,5-653.32
801D,K57.30,5-683.00
801D,K57.30,5-569.40
801D,K57.30,5-651.90
802A,K57.30,5-652.62
801D,K57.30,5-682.02
802D,K57.30,5-702.4
802D,K57.30,5-706.0
802B,K57.30,1-471.2
801B,K57.30,5-407.3
801D,K57.30,5-568.00
801D,K57.30,5-569.41
801E,K57.30,5-651.b2
801D,K57.30,5-656.92
802A,K57.30,5-657.72
802C,K59.01,5-569.31
801D,K59.01,5-569.30
802C,K59.01,5-651.92
802C,K59.01,5-667.1
801D,K59.01,5-707.1
802C,K59.01,5-702.1
802A,K59.01,5-657.92
802C,K59.01,5-661.62
802C,K59.01,5-056.5
801D,K59.01,5-653.30
802C,K59.01,5-569.01
801E,K59.01,5-653.32
801D,K59.01,5-683.00
801D,K59.01,5-569.40
801D,K59.01,5-651.90
802A,K59.01,5-652.62
801D,K59.01,5-682.02
802D,K59.01,5-702.4
802D,K59.01,5-706.0
802B,K59.01,1-471.2
801B,K59.01,5-407.3
801D,K59.01,5-568.00
801D,K59.01,5-569.41
801E,K59.01,5-651.b2
801D,K59.01,5-656.92
802A,K59.01,5-657.72
802C,K63.1,5-569.31
801D,K63.1,5-569.30
802C,K63.1,5-651.92
802C,K63.1,5-667.1
801D,K63.1,5-707.1
802C,K63.1,5-702.1
802A,K63.1,5-657.92
802C,K63.1,5-661.62
802C,K63.1,5-056.5
801D,K63.1,5-653.30
802C,K63.1,5-569.01
801E,K63.1,5-653.32
801D,K63.1,5-683.00
801D,K63.1,5-569.40
801D,K63.1,5-651.90
802A,K63.1,5-652.62
801D,K63.1,5-682.02
802D,K63.1,5-702.4
802D,K63.1,5-706.0
802B,K63.1,1-471.2
801B,K63.1,5-407.3
801D,K63.1,5-568.00
801D,K63.1,5-569.41
801E,K63.1,5-651.b2
801D,K63.1,5-656.92
802A,K63.1,5-657.72
802C,D12.5,5-569.31
801D,D12.5,5-569.30
802C,D12.5,5-651.92
802C,D12.5,5-667.1
801D,D12.5,5-707.1
802C,D12.5,5-702.1
802A,D12.5,5-657.92
802C,D12.5,5-661.62
802C,D12.5,5-056.5
801D,D12.5,5-653.30
802C,D12.5,5-569.01
801E,D12.5,5-653.32
801D,D12.5,5-683.00
801D,D12.5,5-569.40
801D,D12.5,5-651.90
802A,D12.5,5-652.62
801D,D12.5,5-682.02
802D,D12.5,5-702.4
802D,D12.5,5-706.0
802B,D12.5,1-471.2
801B,D12.5,5-407.3
801D,D12.5,5-568.00
801D,D12.5,5-569.41
801E,D12.5,5-651.b2
801D,D12.5,5-656.92
802A,D12.5,5-657.72
802C,K50.1,5-569.31
801D,K50.1,5-569.30
802C,K50.1,5-651.92
802C,K50.1,5-667.1
801D,K50.1,5-707.1
802C,K50.1,5-702.1
802A,K50.1,5-657.92
802C,K50.1,5-661.62
802C,K50.1,5-056.5
801D,K50.1,5-653.30
802C,K50.1,5-569.01
801E,K50.1,5-653.32
801D,K50.1,5-683.00
801D,K50.1,5-569.40
801D,K50.1,5-651.90
802A,K50.1,5-652.62
801D,K50.1,5-682.02
802D,K50.1,5-702.4
802D,K50.1,5-706.0
802B,K50.1,1-471.2
801B,K50.1,5-407.3
801D,K50.1,5-568.00
801D,K50.1,5-569.41
801E,K50.1,5-651.b2
801D,K50.1,5-656.92
802A,K50.1,5-657.72
802C,K56.1,5-569.31
801D,K56.1,5-569.30
802C,K56.1,5-651.92
802C,K56.1,5-667.1
801D,K56.1,5-707.1
802C,K56.1,5-702.1
802A,K56.1,5-657.92
802C,K56.1,5-661.62
802C,K56.1,5-056.5
801D,K56.1,5-653.30
802C,K56.1,5-569.01
801E,K56.1,5-653.32
801D,K56.1,5-683.00
801D,K56.1,5-569.40
801D,K56.1,5-651.90
802A,K56.1,5-652.62
801D,K56.1,5-682.02
802D,K56.1,5-702.4
802D,K56.1,5-706.0
802B,K56.1,1-471.2
801B,K56.1,5-407.3
801D,K56.1,5-568.00
801D,K56.1,5-569.41
801E,K56.1,5-651.b2
801D,K56.1,5-656.92
802A,K56.1,5-657.72
802C,K62.4,5-569.31
801D,K62.4,5-569.30
802C,K62.4,5-651.92
802C,K62.4,5-667.1
801D,K62.4,5-707.1
802C,K62.4,5-702.1
802A,K62.4,5-657.92
802C,K62.4,5-661.62
802C,K62.4,5-056.5
801D,K62.4,5-653.30
802C,K62.4,5-569.01
801E,K62.4,5-653.32
801D,K62.4,5-683.00
801D,K62.4,5-569.40
801D,K62.4,5-651.90
802A,K62.4,5-652.62
801D,K62.4,5-682.02
802D,K62.4,5-702.4
802D,K62.4,5-706.0
802B,K62.4,1-471.2
801B,K62.4,5-407.3
801D,K62.4,5-568.00
801D,K62.4,5-569.41
801E,K62.4,5-651.b2
801D,K62.4,5-656.92
802A,K62.4,5-657.72
802C,K91.83,5-569.31
801D,K91.83,5-569.30
802C,K91.83,5-651.92
802C,K91.83,5-667.1
801D,K91.83,5-707.1
802C,K91.83,5-702.1
802A,K91.83,5-657.92
802C,K91.83,5-661.62
802C,K91.83,5-056.5
801D,K91.83,5-653.30
802C,K91.83,5-569.01
801E,K91.83,5-653.32
801D,K91.83,5-683.00
801D,K91.83,5-569.40
801D,K91.83,5-651.90
802A,K91.83,5-652.62
801D,K91.83,5-682.02
802D,K91.83,5-702.4
802D,K91.83,5-706.0
802B,K91.83,1-471.2
801B,K91.83,5-407.3
801D,K91.83,5-568.00
801D,K91.83,5-569.41
801E,K91.83,5-651.b2
801D,K91.83,5-656.92
802A,K91.83,5-657.72
802C,Q43.8,5-569.31
801D,Q43.8,5-569.30
802C,Q43.8,5-651.92
802C,Q43.8,5-667.1
801D,Q43.8,5-707.1
802C,Q43.8,5-702.1
802A,Q43.8,5-657.92
802C,Q43.8,5-661.62
802C,Q43.8,5-056.5
801D,Q43.8,5-653.30
802C,Q43.8,5-569.01
801E,Q43.8,5-653.32
801D,Q43.8,5-683.00
801D,Q43.8,5-569.40
801D,Q43.8,5-651.90
802A,Q43.8,5-652.62
801D,Q43.8,5-682.02
802D,Q43.8,5-702.4
802D,Q43.8,5-706.0
802B,Q43.8,1-471.2
801B,Q43.8,5-407.3
801D,Q43.8,5-568.00
801D,Q43.8,5-569.41
801E,Q43.8,5-651.b2
